timestamp,Current,Temperature,Voltage,CurrentTXPower,CurrentRXPower,CurrentMultiTXPower1,CurrentMultiTXPower2,CurrentMultiTXPower3,CurrentMultiTXPower4,CurrentMultiRXPower1,CurrentMultiRXPower2,CurrentMultiRXPower3,CurrentMultiRXPower4,CurrentMultiBias1,CurrentMultiBias2,CurrentMultiBias3,CurrentMultiBias4,subhealth_label,failure_type
2025-05-05 16:57:14.419676,18.37,65.06,3.47,0.7,-2.27,-0.97,-1.29,3.63,0.09,0.68,-0.65,-4.81,-3.6,9.11,6.63,12.61,14.1,0,0
2025-05-05 16:58:14.419676,15.79,43.01,3.11,1.37,-2.83,3.71,3.19,2.67,-1.18,-1.17,-1.42,-4.26,-1.0,11.65,9.42,6.86,14.16,0,0
2025-05-05 16:59:14.419676,18.5,68.94,3.45,3.69,0.65,3.7,-1.33,3.72,0.31,-1.41,-2.11,-3.23,-4.42,9.75,11.5,11.65,7.94,0,0
2025-05-05 17:00:14.419676,19.8,42.28,3.56,1.13,-1.16,-1.74,3.52,1.4,-1.99,-2.26,-2.49,-4.42,0.07,12.38,7.81,5.49,6.34,0,0
2025-05-05 17:01:14.419676,19.94,32.52,3.18,0.03,0.05,-1.39,-0.23,0.17,-0.34,-3.59,-1.32,-1.73,-4.51,5.41,7.93,7.23,13.93,0,0
2025-05-05 17:02:14.419676,18.79,33.02,3.49,-1.24,0.39,-1.86,2.0,1.97,1.16,-2.28,-0.02,-3.12,-1.59,9.06,13.71,9.08,9.66,0,0
2025-05-05 17:03:14.419676,19.22,45.7,3.03,1.94,-0.03,0.51,2.53,0.1,-1.49,-2.25,0.77,-4.59,-1.28,8.56,9.96,12.84,10.56,0,0
2025-05-05 17:04:14.419676,17.83,31.49,3.33,2.29,0.12,0.58,-0.7,0.93,2.13,0.29,-4.84,0.94,0.25,11.61,6.73,6.79,12.39,0,0
2025-05-05 17:05:14.419676,12.34,68.01,3.04,2.81,-2.15,0.43,-0.12,1.37,-1.73,-4.94,0.33,-2.17,-3.31,12.78,7.22,12.77,13.71,0,0
2025-05-05 17:06:14.419676,16.98,30.25,3.05,-1.0,-0.77,1.25,0.12,3.5,3.13,-2.05,-0.99,-2.12,-2.78,12.14,8.03,9.32,12.12,0,0
2025-05-05 17:07:14.419676,15.08,30.83,3.5,1.19,0.54,1.3,1.39,-1.84,-0.68,0.13,-3.57,-1.92,-3.81,11.74,5.58,13.02,9.53,0,0
2025-05-05 17:08:14.419676,17.08,66.23,3.56,-0.41,-0.68,3.93,3.13,3.87,-1.4,-0.12,-1.89,-2.12,-3.76,12.62,11.86,9.86,12.42,0,0
2025-05-05 17:09:14.419676,14.09,55.77,3.11,2.94,-0.38,3.22,-1.02,1.58,1.06,-0.53,-3.67,-4.2,-1.36,6.58,10.09,13.43,14.68,0,0
2025-05-05 17:10:14.419676,16.36,48.5,3.49,1.18,-0.38,-0.8,0.7,-1.89,1.29,-2.25,-0.79,-0.6,-3.32,8.78,5.1,10.01,13.24,0,0
2025-05-05 17:11:14.419676,15.37,41.13,3.23,1.54,-4.06,3.84,1.52,3.06,-0.06,-1.3,-2.29,0.78,0.9,8.36,11.2,10.52,14.88,0,0
2025-05-05 17:12:14.419676,18.67,52.22,3.03,0.42,-3.01,3.41,0.87,-0.13,1.12,-0.04,-4.93,-3.28,-2.46,12.93,10.34,13.18,5.37,0,0
2025-05-05 17:13:14.419676,14.83,30.99,3.25,-1.37,-1.82,1.6,2.27,0.1,-1.16,-4.76,-3.47,-1.84,-2.34,5.04,14.38,8.82,9.35,0,0
2025-05-05 17:14:14.419676,16.09,36.91,3.53,-1.92,-1.68,2.37,0.83,1.54,2.51,0.98,-2.57,-4.29,-2.97,14.06,10.2,8.25,13.96,0,0
2025-05-05 17:15:14.419676,16.37,66.41,3.1,1.53,-2.7,-0.8,2.84,2.9,-1.57,-2.58,-1.84,-0.62,-1.08,14.45,10.56,12.12,5.54,0,0
2025-05-05 17:16:14.419676,17.6,64.63,3.58,3.19,-1.27,-0.37,-0.95,2.08,0.1,-1.24,-3.29,0.97,-4.95,8.72,12.87,11.97,12.74,0,0
2025-05-05 17:17:14.419676,16.2,46.69,3.43,1.76,-4.34,2.34,2.41,0.5,0.24,-0.08,-0.36,-0.83,-3.89,10.16,14.92,10.24,12.53,0,0
2025-05-05 17:18:14.419676,10.15,46.13,3.12,0.22,-0.52,-0.06,3.76,3.75,3.84,-0.51,-0.74,-2.67,-2.14,9.66,10.25,12.75,7.53,0,0
2025-05-05 17:19:14.419676,16.21,37.87,3.27,2.09,0.01,2.98,2.34,1.61,-0.92,0.03,0.53,-4.81,-3.01,10.4,8.18,6.0,7.9,0,0
2025-05-05 17:20:14.419676,13.97,39.49,3.23,2.46,-0.45,-0.14,1.1,0.87,-0.33,-2.9,-3.43,-3.06,-2.89,14.45,8.5,9.73,6.09,0,0
2025-05-05 17:21:14.419676,12.33,62.48,3.04,3.67,-2.26,1.08,3.31,-0.96,-1.67,-4.84,-4.87,-1.5,0.11,14.89,14.84,7.64,13.55,0,0
2025-05-05 17:22:14.419676,19.06,55.62,3.59,-1.28,-3.99,2.55,3.48,-0.56,1.5,-2.94,-2.89,0.52,-1.86,10.75,10.44,14.66,6.69,0,0
2025-05-05 17:23:14.419676,14.72,42.48,3.23,2.76,-1.24,0.87,-1.88,0.05,-0.33,-3.87,-2.46,-3.82,-2.79,10.65,10.99,12.21,14.75,0,0
2025-05-05 17:24:14.419676,14.55,36.77,3.08,-1.05,-0.41,1.43,-1.0,0.9,-0.61,-1.85,-0.6,-4.22,-0.55,12.16,6.02,11.0,13.78,0,0
2025-05-05 17:25:14.419676,18.62,36.2,3.46,3.01,-4.42,-0.01,-0.87,3.04,-0.21,-1.45,-1.87,-1.68,-1.24,9.13,9.82,8.04,6.01,0,0
2025-05-05 17:26:14.419676,12.2,65.06,3.17,2.16,-0.43,3.43,-0.32,-0.8,-1.63,-0.08,0.22,-2.71,-4.65,12.61,12.5,10.41,13.16,0,0
2025-05-05 17:27:14.419676,17.3,54.84,3.13,-0.51,-0.11,1.65,1.09,1.67,3.89,-1.47,-0.8,0.26,-0.72,12.37,9.4,13.98,7.72,0,0
2025-05-05 17:28:14.419676,10.67,53.25,3.1,-0.99,-4.16,2.81,2.38,1.8,0.42,-0.22,0.94,-0.42,-3.84,11.03,11.68,13.86,12.25,0,0
2025-05-05 17:29:14.419676,12.38,51.08,3.43,3.16,-1.7,0.51,-0.7,-0.49,0.35,-2.34,-1.18,0.38,-1.8,11.3,14.13,8.75,11.89,0,0
2025-05-05 17:30:14.419676,10.54,42.09,3.2,-1.79,-3.61,2.78,-0.61,2.48,1.16,-1.61,-0.91,-0.57,-1.16,14.52,13.26,12.9,12.89,0,0
2025-05-05 17:31:14.419676,18.8,32.14,3.14,2.47,-4.08,0.13,2.41,2.19,1.57,-2.11,0.1,0.02,-0.67,8.22,14.45,8.24,9.26,0,0
2025-05-05 17:32:14.419676,10.3,31.11,3.31,0.86,-3.05,0.97,-0.42,-0.56,0.63,-3.17,0.79,-2.44,0.33,7.27,11.62,5.98,10.93,0,0
2025-05-05 17:33:14.419676,14.46,69.17,3.1,3.43,-2.04,0.89,2.88,2.35,0.36,0.18,-0.66,-0.85,-0.65,14.29,7.91,11.57,6.37,0,0
2025-05-05 17:34:14.419676,14.86,39.82,3.17,2.08,-2.76,1.64,-1.71,0.08,-0.2,-2.54,-0.42,-2.03,0.2,10.67,8.27,13.82,13.01,0,0
2025-05-05 17:35:14.419676,13.1,40.39,3.22,0.22,-2.86,3.25,3.76,0.48,2.5,0.26,-1.15,0.54,-4.7,14.71,11.92,5.51,12.24,0,0
2025-05-05 17:36:14.419676,18.15,65.96,3.49,1.03,0.33,0.26,-0.54,0.56,-1.42,-4.56,-3.27,-1.86,-0.71,12.99,7.37,12.99,8.88,0,0
2025-05-05 17:37:14.419676,13.51,55.96,3.37,1.68,-1.25,1.38,3.01,0.86,2.86,-2.27,-0.11,0.69,-0.43,7.03,9.53,12.84,9.6,0,0
2025-05-05 17:38:14.419676,16.76,42.75,3.11,1.88,0.92,1.4,-1.12,2.67,2.56,-4.23,-0.99,-1.7,-3.52,6.84,11.75,11.39,13.74,0,0
2025-05-05 17:39:14.419676,14.2,69.97,3.02,-1.23,-2.54,-0.3,1.76,-0.47,3.97,-0.68,-2.9,-1.9,-3.02,11.3,8.92,11.14,12.76,0,0
2025-05-05 17:40:14.419676,11.86,36.87,3.34,2.93,-3.63,3.17,-0.07,3.02,3.86,-3.74,-4.15,-0.42,-3.51,5.93,8.56,11.82,11.69,0,0
2025-05-05 17:41:14.419676,15.42,40.7,3.37,3.23,-4.56,-1.14,2.4,-0.05,2.31,-4.25,0.37,-3.24,-3.79,13.11,12.12,11.96,5.82,0,0
2025-05-05 17:42:14.419676,12.02,51.18,3.4,0.35,-2.57,0.02,2.09,1.07,-1.79,-4.04,-4.19,-0.43,-0.85,11.16,10.15,9.66,12.61,0,0
2025-05-05 17:43:14.419676,10.65,55.89,3.31,1.75,0.18,3.58,3.17,-1.16,3.32,0.28,-4.52,0.63,-4.81,5.23,7.64,11.47,8.25,0,0
2025-05-05 17:44:14.419676,10.51,44.33,3.45,-1.12,0.74,-0.07,3.0,-0.86,-1.25,0.71,-3.75,-4.39,-4.96,6.26,6.1,8.09,6.19,0,0
2025-05-05 17:45:14.419676,11.82,46.91,3.32,2.73,-2.13,-0.43,0.21,-0.7,3.6,-0.82,0.04,0.96,-3.54,14.45,14.37,8.1,9.77,0,0
2025-05-05 17:46:14.419676,15.83,55.61,3.02,1.07,-0.38,2.67,2.74,0.01,-1.45,-4.28,-2.41,-2.19,-1.77,8.09,6.53,12.02,9.51,0,0
2025-05-05 17:47:14.419676,12.4,55.16,3.38,-0.9,-2.45,0.7,1.84,1.77,1.33,-1.67,-1.89,0.24,-2.8,5.74,14.21,11.27,5.94,0,0
2025-05-05 17:48:14.419676,13.1,56.64,3.36,-1.0,-1.13,3.25,-0.24,1.55,2.9,-0.66,0.85,-0.89,-1.38,7.01,11.74,8.45,5.71,0,0
2025-05-05 17:49:14.419676,14.24,43.09,3.04,2.43,-4.25,2.28,-0.08,3.97,3.09,-3.14,-3.39,-3.8,-2.76,6.66,7.85,9.4,12.17,0,0
2025-05-05 17:50:14.419676,12.36,41.96,3.2,0.71,-2.94,-0.04,2.23,1.64,-0.31,-3.24,-3.9,-4.61,-2.29,7.02,13.88,7.3,14.28,0,0
2025-05-05 17:51:14.419676,10.54,65.76,3.42,2.89,-1.13,0.53,3.83,2.29,-1.38,-2.29,-2.37,0.17,0.73,13.92,7.12,9.03,6.82,0,0
2025-05-05 17:52:14.419676,14.43,49.54,3.59,3.79,-3.83,-0.02,3.87,-1.56,-0.16,-4.46,-1.48,-1.55,0.8,7.69,10.43,8.68,6.66,0,0
2025-05-05 17:53:14.419676,12.36,38.69,3.37,1.54,-1.4,2.77,3.95,1.29,1.3,-3.07,-2.34,-1.88,-1.5,13.9,7.69,11.44,5.5,0,0
2025-05-05 17:54:14.419676,18.41,56.95,3.0,3.37,-2.85,1.44,-1.53,0.6,3.42,-4.27,-0.55,-1.87,-3.57,8.82,10.0,6.36,6.06,0,0
2025-05-05 17:55:14.419676,15.69,65.23,3.5,2.64,-2.34,0.28,2.9,-1.95,-0.15,-3.56,0.53,-4.23,-4.82,10.48,14.11,6.57,12.67,0,0
2025-05-05 17:56:14.419676,15.98,47.28,3.11,-0.8,-3.93,-1.84,0.73,-0.89,3.49,-1.26,-0.3,-0.07,-3.37,12.44,11.39,12.94,14.08,0,0
2025-05-05 17:57:14.419676,18.35,50.72,3.45,1.41,-2.49,-1.02,1.19,-2.0,-1.21,-3.48,-3.58,-3.1,0.88,14.72,9.57,9.29,5.25,0,0
2025-05-05 17:58:14.419676,13.61,45.94,3.37,1.41,-1.67,3.16,3.22,-1.72,-1.49,0.46,-2.19,-3.61,-3.28,13.79,9.7,11.42,9.3,0,0
2025-05-05 17:59:14.419676,16.43,43.8,3.26,0.49,-3.67,-0.65,-1.19,-1.85,1.02,-1.82,-2.71,-0.13,-2.9,9.39,7.67,12.92,7.97,0,0
2025-05-05 18:00:14.419676,19.43,55.12,3.13,0.55,-2.8,-0.27,-0.06,-1.82,1.79,-0.76,-3.09,-0.17,-4.83,9.13,14.98,11.91,12.3,0,0
2025-05-05 18:01:14.419676,19.87,30.56,3.09,-0.24,-1.92,-1.03,-0.4,2.83,0.72,-2.74,-2.21,-1.01,-2.43,7.33,11.16,9.58,13.13,0,0
2025-05-05 18:02:14.419676,13.81,48.9,3.17,-1.57,-2.21,-0.78,3.85,0.75,3.22,0.9,-3.48,-1.41,-2.16,8.65,12.65,6.77,7.94,0,0
2025-05-05 18:03:14.419676,12.19,60.34,3.55,-0.77,-0.92,3.0,0.15,0.26,0.87,-0.25,-2.65,-3.05,0.02,5.28,9.5,12.75,13.57,0,0
2025-05-05 18:04:14.419676,19.51,39.66,3.59,-0.55,0.09,0.26,-1.71,0.81,1.0,-2.1,-0.17,-1.25,-4.94,12.24,8.01,7.44,5.71,0,0
2025-05-05 18:05:14.419676,12.23,51.28,3.4,0.84,-0.84,-0.95,3.54,1.88,3.63,-2.18,0.71,-3.67,-0.56,5.21,13.21,14.08,5.2,0,0
2025-05-05 18:06:14.419676,19.6,36.03,3.16,-0.86,-4.67,3.33,0.99,0.44,-1.99,-2.4,-1.15,0.28,-2.24,13.03,14.72,8.36,7.94,0,0
2025-05-05 18:07:14.419676,10.51,42.91,3.35,2.69,-0.58,-0.51,2.5,3.26,1.77,0.38,-3.5,-0.79,-4.89,5.41,11.7,7.65,6.84,0,0
2025-05-05 18:08:14.419676,11.71,62.81,3.51,-0.6,0.87,-1.15,2.52,2.32,-1.09,-4.93,-3.23,-4.9,-0.42,10.2,6.61,12.16,13.19,0,0
2025-05-05 18:09:14.419676,10.89,34.26,3.08,-1.22,-2.34,3.58,-0.19,-1.8,-1.84,-0.79,-4.73,-1.28,-4.46,9.6,10.66,11.9,8.38,0,0
2025-05-05 18:10:14.419676,16.58,57.16,3.2,-1.67,0.93,0.3,-0.37,0.06,1.27,-2.76,-0.86,-2.73,-2.42,12.46,13.09,14.83,11.55,0,0
2025-05-05 18:11:14.419676,19.43,38.47,3.5,0.59,0.04,1.49,3.04,-0.93,3.37,0.33,-0.53,0.96,-2.94,13.68,10.58,7.85,7.91,0,0
2025-05-05 18:12:14.419676,13.43,56.49,3.21,1.51,-4.81,1.31,-1.5,-1.11,1.3,-4.63,-3.75,-3.22,0.3,12.81,5.39,13.47,10.61,0,0
2025-05-05 18:13:14.419676,17.48,45.75,3.04,1.53,-1.77,2.07,1.48,2.4,-1.6,-1.47,-0.38,0.4,-2.73,9.49,11.13,12.26,10.7,0,0
2025-05-05 18:14:14.419676,16.89,51.64,3.28,0.39,-0.84,-0.36,2.0,2.57,1.24,-1.25,-1.92,-4.69,-2.88,12.19,14.35,7.71,5.63,0,0
