timestamp,Current,Temperature,Voltage,CurrentTXPower,CurrentRXPower,CurrentMultiTXPower1,CurrentMultiTXPower2,CurrentMultiTXPower3,CurrentMultiTXPower4,CurrentMultiRXPower1,CurrentMultiRXPower2,CurrentMultiRXPower3,CurrentMultiRXPower4,CurrentMultiBias1,CurrentMultiBias2,CurrentMultiBias3,CurrentMultiBias4,subhealth_label,failure_type
2025-05-05 16:43:26.937763,19.72,61.45,3.5,2.53,-3.45,3.0,0.28,2.35,-1.68,-1.39,-0.65,-2.17,-2.33,9.09,7.45,13.43,9.55,0,0
2025-05-05 16:44:26.937763,19.08,65.54,3.49,0.99,0.46,0.27,3.74,1.18,-0.34,-4.34,-1.7,-3.71,-2.88,14.99,13.72,13.33,14.63,0,0
2025-05-05 16:45:26.937763,12.44,57.98,3.49,-0.18,-0.92,3.42,3.11,-1.29,-1.71,-4.1,-4.28,-3.02,-0.21,11.59,14.18,8.66,5.72,0,0
2025-05-05 16:46:26.937763,12.88,38.06,3.26,-0.52,-2.06,3.07,1.86,2.36,3.91,-3.99,-4.59,-2.69,-1.19,7.39,11.35,10.56,6.79,0,0
2025-05-05 16:47:26.937763,14.04,61.94,3.55,0.69,0.88,1.81,-1.15,-1.98,1.68,-1.9,-0.09,-1.81,-0.53,6.11,6.15,10.12,6.81,0,0
2025-05-05 16:48:26.937763,18.12,30.97,3.32,-1.13,-3.67,-0.13,2.53,2.76,-0.88,0.55,-1.68,-1.58,-2.25,12.8,6.11,10.05,6.01,0,0
2025-05-05 16:49:26.937763,10.88,57.26,3.4,0.83,0.31,0.17,3.18,1.48,1.54,-4.74,-3.19,-4.78,-0.34,7.87,6.3,7.03,12.3,0,0
2025-05-05 16:50:26.937763,11.24,69.91,3.25,0.41,-4.69,2.28,-0.29,2.28,-1.72,-0.58,0.68,-0.99,-4.33,14.05,10.79,5.78,12.74,0,0
2025-05-05 16:51:26.937763,18.71,50.57,3.08,3.11,-4.62,3.03,0.92,2.23,3.02,-0.74,-3.18,-1.72,-2.11,11.17,10.08,7.62,9.86,0,0
2025-05-05 16:52:26.937763,16.87,53.88,3.5,-0.91,-1.01,0.82,2.43,-0.71,-0.9,-4.62,-3.34,-3.96,-4.2,9.05,7.93,11.92,8.1,0,0
2025-05-05 16:53:26.937763,19.92,49.77,3.52,1.5,-4.38,-1.94,1.33,1.56,2.66,-4.27,-4.77,-3.51,-1.37,8.19,7.99,5.78,12.69,0,0
2025-05-05 16:54:26.937763,15.09,66.4,3.49,0.81,-4.31,-1.03,-1.43,0.58,2.97,-3.79,-4.58,-3.14,-2.36,5.35,14.17,5.62,14.35,0,0
2025-05-05 16:55:26.937763,18.12,32.05,3.25,-1.34,-2.56,-0.57,2.44,-0.0,-1.87,-4.51,-1.38,0.34,-0.67,8.43,8.94,14.73,6.97,0,0
2025-05-05 16:56:26.937763,18.44,42.96,3.41,2.37,-2.74,-1.18,0.12,-1.73,0.3,-3.66,-4.03,0.03,-0.92,6.52,14.76,14.83,8.19,0,0
2025-05-05 16:57:26.937763,14.19,61.34,3.43,3.03,-1.4,2.05,0.99,3.75,-0.24,-1.74,-1.56,-4.53,-1.18,12.74,14.21,5.41,11.54,0,0
2025-05-05 16:58:26.937763,12.06,42.5,3.33,-1.92,-3.16,2.64,2.9,1.96,1.36,-1.82,-3.62,-0.3,-2.23,5.45,12.16,8.74,12.83,0,0
2025-05-05 16:59:26.937763,15.01,38.99,3.18,-1.91,-0.89,2.52,3.14,-1.77,0.63,-0.23,1.0,-2.1,-3.41,7.02,7.3,12.27,8.18,0,0
2025-05-05 17:00:26.937763,10.46,61.03,3.36,-0.71,-0.04,0.49,3.67,1.6,2.37,-2.66,0.31,-1.88,-1.95,14.23,8.47,5.96,7.95,0,0
2025-05-05 17:01:26.937763,18.53,57.84,3.06,1.72,-4.82,0.02,1.11,-0.1,3.04,-4.26,-2.14,-2.99,0.07,8.58,7.37,6.68,8.72,0,0
2025-05-05 17:02:26.937763,14.94,55.63,3.26,2.65,-1.59,1.53,-0.43,1.22,2.89,-1.21,-0.96,-4.8,-1.47,12.47,9.99,9.14,9.21,0,0
2025-05-05 17:03:26.937763,17.84,61.69,3.56,0.29,0.53,-1.6,3.66,0.7,-0.18,0.47,-2.57,0.36,0.96,12.41,7.31,14.95,10.16,0,0
2025-05-05 17:04:26.937763,12.34,62.61,3.19,-1.56,-4.28,2.77,-0.46,2.29,2.4,-2.04,-3.78,-0.75,-1.34,12.85,8.42,11.44,11.63,0,0
2025-05-05 17:05:26.937763,19.93,53.13,3.35,-1.59,-2.08,1.91,-0.79,-0.84,-1.8,-4.03,-0.6,0.14,0.3,9.51,11.43,13.57,11.06,0,0
2025-05-05 17:06:26.937763,14.67,39.19,3.35,1.53,-0.1,2.52,-0.04,0.33,-0.42,-1.66,-1.1,-3.14,0.5,8.22,10.46,9.71,6.53,0,0
2025-05-05 17:07:26.937763,11.36,37.13,3.02,2.09,-4.18,2.9,3.54,-0.74,-0.41,0.37,-3.42,-3.19,-0.08,5.22,6.8,13.39,11.37,0,0
2025-05-05 17:08:26.937763,11.81,50.13,3.59,-1.86,-4.53,-0.15,3.74,-1.19,0.4,-1.99,-4.07,-3.2,-1.19,5.08,6.09,9.87,11.71,0,0
2025-05-05 17:09:26.937763,14.63,30.17,3.22,3.56,-0.38,1.22,3.59,1.33,-1.59,-0.1,-4.65,0.91,-1.78,6.35,6.43,10.84,6.18,0,0
2025-05-05 17:10:26.937763,10.94,45.3,3.26,0.96,-3.0,1.48,1.41,1.04,-0.47,-4.43,-1.6,-3.48,-4.36,9.27,9.2,10.26,12.84,0,0
2025-05-05 17:11:26.937763,14.89,69.23,3.09,0.25,0.86,3.16,1.6,3.5,0.46,0.19,-0.28,-0.06,-4.49,8.49,12.65,7.74,12.43,0,0
2025-05-05 17:12:26.937763,11.8,31.67,3.21,1.45,-3.11,3.53,3.91,1.1,-1.99,-1.78,-4.59,-3.58,-2.22,13.55,6.21,6.56,11.92,0,0
2025-05-05 17:13:26.937763,19.69,40.61,3.37,-1.27,-2.94,3.8,2.9,1.37,-0.75,-3.75,-2.98,-0.58,0.84,6.76,10.04,6.66,6.24,0,0
2025-05-05 17:14:26.937763,12.39,53.96,3.47,2.55,-3.39,-1.91,-1.51,-1.41,3.75,-3.13,0.71,-0.32,-2.4,10.75,12.88,7.04,9.89,0,0
2025-05-05 17:15:26.937763,14.96,63.08,3.45,3.71,-1.07,-0.88,-1.44,3.71,-1.32,-4.38,-3.41,-0.99,-4.2,14.74,11.0,9.56,8.85,0,0
2025-05-05 17:16:26.937763,14.44,58.5,3.14,-1.1,-2.09,0.12,3.19,2.31,-0.91,-3.71,-0.53,-3.01,-0.11,6.21,11.51,12.07,12.78,0,0
2025-05-05 17:17:26.937763,10.94,39.37,3.09,3.53,-3.94,0.6,3.09,-0.73,0.67,-4.14,-0.71,-1.62,0.47,12.48,6.72,7.99,5.85,0,0
2025-05-05 17:18:26.937763,15.23,38.56,3.37,1.2,-0.95,3.56,3.06,-1.02,1.58,-4.95,-2.38,-2.98,0.27,6.07,9.11,6.84,8.93,0,0
2025-05-05 17:19:26.937763,19.84,62.26,3.55,1.33,-2.24,0.78,-0.74,2.04,-0.83,-4.25,-0.61,-1.48,0.15,7.11,7.15,10.01,6.21,0,0
2025-05-05 17:20:26.937763,14.55,42.32,3.11,1.09,0.96,-0.57,1.67,-0.43,1.12,-1.26,-3.53,-1.79,-3.87,13.56,11.85,14.17,9.96,0,0
2025-05-05 17:21:26.937763,13.02,65.98,3.03,3.79,-3.21,0.26,-0.09,0.18,1.58,-1.82,-0.27,-1.35,0.77,14.22,14.09,13.75,5.38,0,0
2025-05-05 17:22:26.937763,12.4,58.08,3.03,-1.6,-1.27,0.04,-0.35,1.12,3.07,-3.38,-4.7,-1.72,-4.21,10.55,9.99,12.93,12.87,0,0
2025-05-05 17:23:26.937763,11.5,59.89,3.21,-0.27,-1.56,2.52,1.58,-0.67,-1.66,-3.75,-0.69,-2.45,-2.3,11.57,6.58,6.08,10.23,0,0
2025-05-05 17:24:26.937763,15.83,69.65,3.41,-0.71,-1.92,3.7,-1.93,0.99,-0.84,-1.8,0.21,-2.2,-1.12,11.5,12.66,7.82,14.89,0,0
2025-05-05 17:25:26.937763,10.96,45.55,3.04,3.77,-4.2,3.54,3.67,-0.2,-0.25,-1.95,-3.85,-3.28,-3.94,7.75,11.17,6.54,9.0,1,0
2025-05-05 17:26:26.937763,15.05,63.63,3.21,0.4,-1.34,1.03,0.56,-1.37,0.92,-4.9,-2.78,-2.2,-3.66,12.62,9.23,12.81,8.95,1,0
2025-05-05 17:27:26.937763,17.22,36.7,3.14,-1.88,-1.16,3.69,1.59,2.91,3.23,-0.19,-2.66,-1.62,-4.23,9.14,12.92,12.27,5.85,1,0
2025-05-05 17:28:26.937763,17.58,39.79,3.36,-0.71,-2.39,-0.21,2.95,-0.07,0.54,-0.5,-4.56,-3.12,-1.52,9.67,7.42,7.38,5.01,1,0
2025-05-05 17:29:26.937763,17.6,66.11,3.34,1.08,-2.46,0.78,0.11,2.03,0.89,-0.66,0.47,-1.31,0.87,13.96,13.04,12.84,5.03,1,0
2025-05-05 17:30:26.937763,15.06,42.17,3.51,-1.79,-3.49,3.34,3.7,-0.62,2.62,-0.77,-0.86,-0.45,-0.43,9.12,9.83,10.58,10.92,1,0
2025-05-05 17:31:26.937763,14.57,46.7,3.14,1.59,-2.06,0.8,-1.69,1.61,0.69,-0.68,-0.04,-0.83,-1.76,13.33,12.07,12.41,6.25,1,0
2025-05-05 17:32:26.937763,13.83,66.12,3.35,0.67,-4.55,-0.41,0.49,0.11,1.15,0.29,-3.7,-4.23,0.97,9.9,9.12,14.81,7.65,1,0
2025-05-05 17:33:26.937763,11.5,46.25,3.08,1.44,-2.63,-0.93,-0.68,-1.75,3.92,-4.27,0.08,-2.18,-0.58,9.1,6.92,8.05,5.55,1,0
2025-05-05 17:34:26.937763,11.84,47.18,3.41,2.99,-1.69,3.86,1.56,2.63,3.59,-2.89,-0.37,-4.84,-3.07,12.77,12.22,10.95,10.59,1,0
2025-05-05 17:35:26.937763,18.62,52.15,3.17,1.71,-3.42,2.95,3.9,-1.03,0.99,0.54,-0.3,-3.05,-1.17,12.92,5.93,13.91,9.45,1,0
2025-05-05 17:36:26.937763,19.04,65.81,3.07,-1.56,-3.97,-0.51,-0.97,4.0,0.07,0.45,-0.64,0.94,-4.1,14.0,5.93,7.61,9.67,1,0
2025-05-05 17:37:26.937763,11.18,32.73,3.34,3.45,0.7,-1.3,3.23,-1.14,1.27,-1.64,-0.58,-2.77,-4.63,12.21,14.44,7.63,11.01,1,0
2025-05-05 17:38:26.937763,17.03,33.52,3.08,3.67,-3.43,3.58,0.44,-1.5,-1.45,0.74,-0.43,-0.32,-4.88,6.79,14.43,8.84,7.37,1,0
2025-05-05 17:39:26.937763,18.72,35.72,3.13,-1.53,-4.75,3.97,1.14,-0.81,3.81,0.69,0.61,-3.99,-3.71,5.75,8.09,14.82,6.46,1,0
2025-05-05 17:40:26.937763,16.41,64.48,3.27,3.05,-2.13,-0.2,-0.66,2.96,2.78,-3.8,0.73,-2.1,-0.33,13.05,7.39,5.31,10.74,1,0
2025-05-05 17:41:26.937763,18.69,31.18,3.05,-0.15,-1.81,2.48,2.87,1.49,1.91,-2.29,-3.12,-3.96,-0.67,14.73,11.37,10.08,14.12,1,0
2025-05-05 17:42:26.937763,11.63,59.81,3.36,2.88,-4.6,3.2,-0.27,3.4,3.92,-4.55,-0.25,-2.12,-4.17,13.55,8.17,10.19,12.87,1,0
2025-05-05 17:43:26.937763,15.06,47.33,3.57,1.83,-0.6,3.51,2.25,-0.85,2.14,-4.13,0.39,-4.2,0.87,12.53,8.82,12.81,14.66,1,0
2025-05-05 17:44:26.937763,12.75,68.22,3.0,-0.24,-1.96,-1.76,3.26,-1.15,3.77,-2.36,-2.23,0.87,-3.44,13.79,13.74,14.51,9.8,1,0
2025-05-05 17:45:26.937763,17.69,46.58,3.44,-0.12,-3.49,3.67,-1.74,-1.48,3.93,-3.98,-0.96,-4.5,-3.67,10.92,14.32,9.54,5.4,1,0
2025-05-05 17:46:26.937763,15.82,36.38,3.19,1.83,-1.06,0.74,1.77,1.57,-0.64,-4.27,-1.7,-0.71,0.86,6.45,5.26,10.35,13.16,1,0
2025-05-05 17:47:26.937763,15.67,65.73,3.25,0.89,0.15,2.67,1.84,-1.33,3.87,-1.94,-3.23,0.75,-1.12,9.51,5.69,9.65,13.98,1,0
2025-05-05 17:48:26.937763,17.56,58.22,3.02,2.23,-2.57,3.08,-0.9,-1.47,-1.43,0.32,-3.13,-2.61,-3.6,10.8,14.7,9.61,6.46,1,0
2025-05-05 17:49:26.937763,14.43,34.93,3.2,1.26,0.95,3.03,-1.31,0.96,3.07,0.47,-2.87,-4.36,-2.66,13.15,5.59,8.16,9.54,1,0
2025-05-05 17:50:26.937763,16.13,34.57,3.29,-0.77,-4.97,0.55,0.55,2.58,2.48,-1.2,0.27,-0.88,-1.66,9.08,5.16,12.84,10.7,1,0
2025-05-05 17:51:26.937763,15.39,31.13,3.06,1.31,-0.24,0.94,1.45,-1.74,-0.6,-4.16,-4.2,-1.96,-1.75,7.55,14.2,9.35,9.74,1,0
2025-05-05 17:52:26.937763,19.1,62.04,3.37,0.49,-2.27,1.82,0.65,-0.86,1.47,-0.55,-3.19,-1.68,-2.5,9.15,10.77,13.87,5.54,1,0
2025-05-05 17:53:26.937763,12.86,33.94,3.34,-0.59,-0.65,2.75,-0.81,0.3,3.65,-1.94,-0.11,-1.86,-3.17,13.83,9.76,13.58,9.97,1,0
