timestamp,Current,Temperature,Voltage,CurrentTXPower,CurrentRXPower,CurrentMultiTXPower1,CurrentMultiTXPower2,CurrentMultiTXPower3,CurrentMultiTXPower4,CurrentMultiRXPower1,CurrentMultiRXPower2,CurrentMultiRXPower3,CurrentMultiRXPower4,CurrentMultiBias1,CurrentMultiBias2,CurrentMultiBias3,CurrentMultiBias4,subhealth_label,failure_type
2025-05-05 16:38:43.440560,19.86,62.14,3.04,0.37,-0.58,3.1,1.23,-0.55,3.79,0.05,-4.72,-2.81,0.23,11.87,8.33,9.43,14.8,0,0
2025-05-05 16:39:43.440560,13.03,38.63,3.45,-1.99,-1.34,-1.43,3.01,-1.77,1.1,-3.67,0.96,-4.96,-1.55,10.53,5.07,14.45,14.5,0,0
2025-05-05 16:40:43.440560,11.5,46.67,3.42,3.27,-3.67,0.4,0.09,-0.91,1.14,-1.61,-1.15,0.75,-4.08,12.98,13.87,7.81,11.77,0,0
2025-05-05 16:41:43.440560,10.23,65.33,3.39,0.2,-2.68,2.3,2.76,2.38,3.55,-4.3,-3.79,-3.07,0.68,11.73,6.63,10.58,7.53,0,0
2025-05-05 16:42:43.440560,15.22,41.13,3.14,0.4,-4.72,2.77,0.34,2.3,2.24,0.21,-0.85,0.57,-4.15,14.67,5.59,8.52,11.08,0,0
2025-05-05 16:43:43.440560,10.53,34.54,3.4,3.84,0.86,-0.24,0.25,3.72,-1.53,-4.91,-0.6,-1.71,-1.15,6.26,14.48,12.88,6.19,0,0
2025-05-05 16:44:43.440560,13.42,65.68,3.46,0.44,0.53,-1.48,3.47,2.83,3.72,-3.66,-0.73,-1.98,-0.31,7.79,5.91,11.01,9.97,0,0
2025-05-05 16:45:43.440560,17.25,42.28,3.06,0.72,-2.43,3.49,0.17,-1.54,0.63,-0.81,-2.64,-2.94,-2.15,11.04,7.45,13.78,9.94,0,0
2025-05-05 16:46:43.440560,13.05,32.97,3.44,-1.86,-2.3,-1.05,-0.72,-0.19,1.24,-3.31,-3.27,-1.98,0.96,6.16,6.98,14.42,11.61,0,0
2025-05-05 16:47:43.440560,12.49,51.96,3.17,0.05,-3.32,1.78,2.69,2.75,1.13,-4.16,-0.54,-0.06,-3.23,8.19,9.06,10.65,9.61,0,0
2025-05-05 16:48:43.440560,12.02,54.56,3.24,2.09,-3.09,-1.58,1.38,3.47,3.8,-4.13,0.66,-1.31,-4.18,9.62,6.79,8.61,5.29,0,0
2025-05-05 16:49:43.440560,13.67,66.41,3.59,0.24,-1.86,-0.54,3.72,1.6,2.48,-3.97,-1.06,-0.33,0.78,13.05,13.22,10.84,11.23,0,0
2025-05-05 16:50:43.440560,10.02,41.16,3.35,3.11,-0.9,0.4,0.64,0.88,1.79,-0.79,-2.19,-2.85,-2.61,11.36,9.98,7.69,8.21,0,0
2025-05-05 16:51:43.440560,17.15,49.33,3.12,-0.41,-0.11,-0.89,3.71,1.03,2.4,-3.57,-1.61,-0.97,-3.35,14.98,7.17,5.38,11.86,0,0
2025-05-05 16:52:43.440560,16.24,59.51,3.15,-1.23,0.8,0.65,2.88,0.51,0.07,-4.14,-0.1,0.42,-0.31,10.48,11.31,9.29,10.82,0,0
2025-05-05 16:53:43.440560,17.02,67.87,3.22,0.55,-4.77,2.5,2.99,1.62,0.58,-4.55,-1.95,0.12,-3.78,12.95,12.54,7.22,14.66,0,0
2025-05-05 16:54:43.440560,13.55,37.96,3.15,0.96,0.24,3.07,0.3,0.04,-1.66,-2.97,0.58,-0.82,-1.4,8.93,5.21,13.45,10.48,0,0
2025-05-05 16:55:43.440560,18.35,55.44,3.08,-0.77,-2.78,3.98,0.97,3.32,0.29,-0.48,-3.18,0.51,-0.3,7.21,12.36,8.64,11.09,0,0
2025-05-05 16:56:43.440560,13.06,67.37,3.43,0.42,-2.1,3.33,1.02,2.3,-0.61,0.98,-2.32,-2.49,-2.77,14.91,14.57,12.49,14.82,0,0
2025-05-05 16:57:43.440560,14.72,61.99,3.52,2.8,-0.03,-1.16,-1.73,-1.41,2.56,0.12,-0.57,-1.18,-1.16,12.01,10.47,10.35,10.87,0,0
2025-05-05 16:58:43.440560,12.91,57.93,3.06,-0.35,-1.01,1.09,1.38,-0.86,1.12,-3.06,-3.25,-1.05,0.66,12.84,10.11,12.46,12.75,0,0
2025-05-05 16:59:43.440560,11.59,68.13,3.38,0.49,-3.02,-0.51,1.53,-1.6,2.75,-1.58,-0.03,-0.93,0.02,9.22,8.79,9.01,11.74,0,0
2025-05-05 17:00:43.440560,17.54,30.53,3.54,3.35,-3.31,-1.43,1.82,-1.87,2.66,-1.2,-4.82,-4.8,-1.2,9.87,13.58,9.13,10.21,0,0
2025-05-05 17:01:43.440560,12.31,61.79,3.28,1.42,-0.05,1.19,0.62,1.31,0.37,-0.48,-0.4,-4.63,-3.67,13.39,8.36,14.09,13.72,0,0
2025-05-05 17:02:43.440560,14.73,51.02,3.27,1.51,-1.5,-1.19,1.87,-0.31,3.04,-1.71,0.9,-0.32,-4.97,12.69,14.99,8.16,13.82,0,0
2025-05-05 17:03:43.440560,16.29,63.44,3.29,1.29,-1.48,-1.98,2.93,3.61,2.85,-4.34,-0.04,0.39,-4.95,14.57,10.59,12.66,13.26,0,0
2025-05-05 17:04:43.440560,13.19,57.09,3.58,0.16,-3.37,-0.25,2.71,2.19,-0.75,-1.46,-0.16,-2.52,-3.16,11.2,9.15,8.18,11.67,0,0
2025-05-05 17:05:43.440560,10.13,52.0,3.34,-1.54,-4.47,2.11,3.76,-0.7,1.0,-1.64,-2.96,0.69,-3.83,8.46,13.74,13.36,11.21,0,0
2025-05-05 17:06:43.440560,16.99,50.29,3.33,-1.17,-3.91,1.06,-0.98,-1.03,-1.13,-4.28,0.17,-4.64,-2.53,11.02,5.67,11.4,6.93,0,0
2025-05-05 17:07:43.440560,10.27,55.2,3.07,2.73,-0.98,2.69,3.24,3.8,3.39,-1.73,0.78,-2.98,-0.03,13.43,11.09,9.26,6.01,0,0
2025-05-05 17:08:43.440560,13.44,61.62,3.5,-1.3,-2.68,1.02,3.73,3.16,-0.26,-3.94,-1.88,0.6,-0.57,11.44,14.69,6.95,14.06,0,0
2025-05-05 17:09:43.440560,12.82,64.81,3.16,2.14,-2.36,3.97,-0.7,-0.29,3.37,-1.48,-2.87,0.97,-3.6,10.6,6.17,5.3,14.96,0,0
2025-05-05 17:10:43.440560,14.82,47.04,3.2,1.79,-4.75,-0.28,2.74,2.81,-0.89,-2.88,-4.26,0.49,-1.65,7.46,13.74,7.05,6.0,0,0
2025-05-05 17:11:43.440560,18.5,69.01,3.49,1.88,-4.62,-0.86,2.47,3.13,-1.65,-3.42,-4.99,-3.34,-4.13,11.95,14.37,10.6,14.78,0,0
2025-05-05 17:12:43.440560,13.1,41.07,3.38,0.67,0.16,-0.39,0.29,2.8,2.53,-1.16,-2.21,0.07,-4.97,5.15,8.85,6.46,9.41,0,0
2025-05-05 17:13:43.440560,15.7,30.07,3.27,-1.92,-3.07,-1.23,2.34,3.57,-1.9,-2.58,-0.45,-1.0,-3.19,5.11,10.66,14.52,9.89,0,0
2025-05-05 17:14:43.440560,19.56,42.79,3.01,1.83,-1.66,1.14,2.91,2.83,-1.84,0.49,-0.11,0.17,0.47,13.45,9.4,7.66,9.41,0,0
2025-05-05 17:15:43.440560,13.97,53.24,3.46,1.94,-2.52,2.73,2.16,2.09,0.31,-3.83,-3.72,-2.86,-1.68,6.27,11.71,12.87,11.94,0,0
2025-05-05 17:16:43.440560,11.56,38.29,3.42,3.77,-3.75,3.92,0.68,3.85,-0.89,-1.14,-1.43,-2.29,-4.61,6.5,9.17,10.13,10.44,0,0
2025-05-05 17:17:43.440560,14.27,30.95,3.59,2.47,0.99,1.17,-0.37,3.07,1.64,-3.97,-4.33,-1.36,-3.92,8.94,7.39,12.31,7.4,0,0
2025-05-05 17:18:43.440560,17.36,31.87,3.49,0.58,-2.02,2.27,3.67,-0.41,1.44,-1.08,-1.08,0.93,-3.67,6.53,10.84,8.18,5.39,0,0
2025-05-05 17:19:43.440560,18.58,45.53,3.38,3.14,0.45,3.41,2.15,0.51,3.7,-2.13,-4.37,-3.44,0.7,13.88,11.45,7.22,9.68,0,0
2025-05-05 17:20:43.440560,17.65,57.13,3.39,0.15,-4.31,-0.79,-1.93,2.24,3.23,-2.12,-3.3,-2.19,-2.18,10.18,6.83,8.27,13.59,0,0
2025-05-05 17:21:43.440560,10.15,31.05,3.07,-0.08,-1.85,3.6,2.92,3.45,-0.82,0.6,-2.97,-2.01,-0.02,7.91,5.73,6.92,14.11,0,0
2025-05-05 17:22:43.440560,16.08,44.8,3.5,0.85,-2.24,1.19,3.47,3.69,2.63,-3.88,0.41,-1.67,-4.75,5.53,11.78,13.17,14.75,0,0
2025-05-05 17:23:43.440560,14.32,47.17,3.03,-1.55,-0.99,3.66,2.55,0.64,-0.72,0.15,-3.08,-4.47,-1.6,13.39,8.26,6.7,7.45,0,0
2025-05-05 17:24:43.440560,10.93,46.67,3.02,3.27,-2.91,-1.31,-0.2,3.32,-0.25,0.95,-0.56,-3.13,-1.83,10.7,8.68,9.24,10.88,0,0
2025-05-05 17:25:43.440560,16.04,38.61,3.35,-1.93,-2.92,-0.83,-1.1,3.65,0.95,0.14,-0.24,-3.59,-1.07,8.66,6.46,9.92,5.5,0,0
2025-05-05 17:26:43.440560,10.06,34.48,3.16,-0.43,0.97,1.05,3.72,0.0,0.66,0.22,-2.09,-0.39,-4.62,11.81,6.91,13.31,9.22,0,0
2025-05-05 17:27:43.440560,17.06,35.49,3.13,2.95,0.8,3.34,2.55,2.61,-1.75,-0.64,-3.87,-4.26,-2.94,8.76,6.94,14.26,5.72,0,0
2025-05-05 17:28:43.440560,10.83,36.87,3.55,0.23,-3.59,-0.67,-1.25,-1.64,-1.26,-4.58,-0.58,-1.81,-2.02,14.44,5.17,9.64,11.1,0,0
2025-05-05 17:29:43.440560,19.16,64.61,3.45,-1.63,-1.5,0.11,3.48,-0.55,2.5,-0.81,0.77,-1.13,-1.82,11.14,9.25,8.91,7.37,0,0
2025-05-05 17:30:43.440560,13.12,31.93,3.19,-0.41,-0.81,-0.81,0.5,-1.81,3.64,-3.64,-0.69,-1.08,-1.77,7.16,11.9,5.6,5.65,0,0
2025-05-05 17:31:43.440560,19.33,69.18,3.31,1.39,-1.19,2.66,2.93,-1.61,0.94,-3.07,-3.41,-1.35,-2.16,12.84,5.15,10.39,14.36,0,0
2025-05-05 17:32:43.440560,13.75,65.51,3.24,3.85,-0.42,1.1,1.22,0.72,0.19,-3.25,-1.91,-1.03,-2.97,13.73,12.51,14.89,13.9,0,0
2025-05-05 17:33:43.440560,14.05,55.06,3.55,0.84,-1.69,-0.12,0.18,1.86,0.19,-3.66,0.18,-0.18,-0.72,7.31,10.62,9.16,10.24,0,0
2025-05-05 17:34:43.440560,16.4,40.23,3.48,0.7,-2.9,3.98,-0.84,3.71,-0.96,-4.79,-4.55,-0.09,-1.29,5.5,5.61,14.59,10.4,0,0
2025-05-05 17:35:43.440560,12.1,63.1,3.26,1.62,-3.72,2.32,-0.73,1.55,2.36,-0.09,-4.2,-3.51,0.91,12.06,10.91,10.05,8.46,0,0
2025-05-05 17:36:43.440560,18.31,38.4,3.02,1.68,0.02,-1.66,-0.6,-0.97,1.12,-1.54,-2.52,-1.08,-2.99,14.38,7.08,13.07,8.22,0,0
2025-05-05 17:37:43.440560,17.27,45.95,3.32,-0.84,-4.56,-1.55,1.61,3.77,1.91,-4.92,-2.59,-2.22,0.19,5.48,11.06,12.05,10.24,0,0
2025-05-05 17:38:43.440560,19.53,34.25,3.55,3.3,0.24,3.53,2.3,1.98,1.83,-1.28,-1.95,-3.64,-2.4,12.69,7.23,10.67,12.56,0,0
2025-05-05 17:39:43.440560,13.71,57.15,3.48,-1.05,0.25,1.17,2.64,2.86,0.95,-3.89,-0.26,-1.35,0.85,7.85,7.32,11.92,13.61,0,0
2025-05-05 17:40:43.440560,17.75,36.3,3.37,3.52,-3.41,2.79,1.66,3.26,2.78,-1.63,-3.38,-1.23,-3.54,6.37,11.23,9.29,10.85,0,0
2025-05-05 17:41:43.440560,18.29,45.63,3.23,3.34,0.08,0.85,2.17,2.43,-1.08,-0.25,0.39,-2.94,0.41,13.51,8.43,11.17,12.38,0,0
2025-05-05 17:42:43.440560,12.1,64.32,3.27,-1.52,-4.34,2.88,-1.53,1.94,0.29,-4.05,0.63,-0.67,0.96,8.07,5.81,13.07,11.36,0,0
2025-05-05 17:43:43.440560,14.2,44.16,3.24,2.65,-1.03,2.27,-0.66,-0.76,-0.1,-3.55,-3.33,0.31,-4.64,12.73,10.21,10.19,13.51,0,0
2025-05-05 17:44:43.440560,19.95,37.27,3.55,0.96,-4.06,-1.94,1.73,2.11,1.77,0.0,-3.34,-3.57,-0.49,11.49,11.82,10.98,5.91,0,0
